ticker,published_at,headline,summary,event_type,source,fetched_at
ACEL,2026-07-08T05:09:24Z,"Accel Entertainment (ACEL) Leaves An Index, Is The Stock Still Undervalued?","Accel Entertainment (ACEL) was recently removed from the Russell 2000 Dynamic Index, a change that can affect how some index-linked funds treat the stock, as well as how investors think about liquidity and visibility. See our latest analysis for Accel Entertainment. The recent index removal comes as Accel Entertainment’s share price sits at $12.42, with a 90-day share price return of 6.61% and a 3-year total shareholder return of 16.07%. This suggests momentum has been building over the...",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACEL,2026-07-02T17:08:24Z,"Accel Entertainment (ACEL): Buy, Sell, or Hold Post Q1 Earnings?","Accel Entertainment trades at $12.76 per share and has stayed right on track with the overall market, gaining 12.2% over the last six months. At the same time, the S&P 500 has returned 9.3%.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACEL,2026-07-01T13:40:02Z,Is Accel Entertainment (ACEL) Outperforming Other Consumer Discretionary Stocks This Year?,"Here is how Accel Entertainment (ACEL) and American Outdoor Brands, Inc. (AOUT) have performed compared to their sector so far this year.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACEL,2026-07-01T13:40:02Z,Should Value Investors Buy Accel Entertainment (ACEL) Stock?,"Here at Zacks, our focus is on the proven Zacks Rank system, which emphasizes earnings estimates and estimate revisions to find great stocks. Nevertheless, we are always paying attention to the latest value, growth, and momentum trends to underscore strong picks.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACEL,2026-06-26T11:09:38Z,Accel Entertainment (ACEL) Expands Louisiana Gaming Footprint Through Truck Stop Casino Acquisition,"Accel Entertainment, Inc. (NYSE:ACEL) ranks among the best sin stocks to buy for recession protection. On June 3, Accel Entertainment, Inc. (NYSE:ACEL) strengthened its Louisiana business with the acquisition of Rice Palace Truck Stop Casino in Crowley, adding a high-volume gaming venue that expands the company’s route-based gaming network in another of its strongest growth […]",M&A,yfinance,2026-07-22T12:20:48.089065Z
ACEL,2026-06-25T12:32:00Z,Implied Volatility Surging for Accel Entertainment Stock Options,Investors need to pay close attention to ACEL stock based on the movements in the options market lately.,NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACEL,2026-06-19T13:44:00Z,"DraftKings Stock Gains 12% in 3 Months: Should You Buy, Sell or Hold?","DKNG stock gains 12% in three months as Sportsbook momentum and improving profitability lift sentiment. Yet, heavy Predictions investments warrant caution.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACGL,2026-07-21T22:00:06Z,Arch Capital Group (ACGL) Stock Sinks As Market Gains: What You Should Know,"Arch Capital Group (ACGL) concluded the recent trading session at $100.55, signifying a -1.26% move from its prior day's close.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACGL,2026-07-21T14:00:17Z,Analysts Estimate Arch Capital Group (ACGL) to Report a Decline in Earnings: What to Look Out for,Arch Capital (ACGL) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACGL,2026-07-18T08:07:29Z,Arch Capital (ACGL) Stock Could Still Be Cheap Despite A 177% Run,"Arch Capital Group stock has delivered a strong 176.6% return over the past five years, and the current valuation checks still lean in favor of the shares screening as relatively cheap rather than fully priced. Arch Capital Group's 176.6% five year return points to investors already being well rewarded, so the key issue is whether the current share price of US$101.35 still leaves room for further value to be realized. Expectations around the company’s ability to keep underwriting disciplined...",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACGL,2026-07-18T06:09:03Z,Arch Capital Group (ACGL) Could Be 8% Undervalued As Shares Climb 9.7%,"Arch Capital Group (ACGL) has drawn fresh attention after a 9.7% gain over the past month, outpacing both the Zacks S&P 500 composite and the broader property and casualty insurance group. See our latest analysis for Arch Capital Group. At a share price of $101.35, Arch Capital Group has seen momentum build recently, with a 9.7% 30 day share price return and a 14.71% one year total shareholder return. The five year total shareholder return of 176.62% highlights how long term holders have been...",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACGL,2026-07-17T13:00:26Z,Investors Heavily Search Arch Capital Group Ltd. (ACGL): Here is What You Need to Know,"Recently, Zacks.com users have been paying close attention to Arch Capital (ACGL). This makes it worthwhile to examine what the stock has in store.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACGL,2026-07-16T17:52:00Z,Berkshire Hathaway vs. Arch Capital: Which Insurer Has an Edge?,"Berkshire Hathaway's diversification, cash strength, price gains and improving estimates give it an edge over Arch Capital for long-term investors.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACGL,2026-07-14T13:18:36Z,Earnings Preview: What To Expect From Arch Capital Group’s Report,"Arch Capital Group is set to report Q2 earnings by the end of this month, and analysts are expecting a single-digit decline in EPS.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACGL,2026-07-13T22:00:05Z,Arch Capital Group (ACGL) Advances While Market Declines: Some Information for Investors,"Arch Capital Group (ACGL) concluded the recent trading session at $103.06, signifying a +1.98% move from its prior day's close.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACGL,2026-07-13T14:44:07Z,Arch Insurance North America creates US transactional liability team,"At launch, the team will concentrate on representations and warranties and tax coverage products.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACGL,2026-07-07T22:15:03Z,Why the Market Dipped But Arch Capital Group (ACGL) Gained Today,"The latest trading day saw Arch Capital Group (ACGL) settling at $102.85, representing a +1.02% change from its previous close.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACHR,2026-07-22T11:00:35Z,"Archer Aviation Unveils Anduril-Partnered Commercial Aircraft Halo: Unmanned, Autonomous ‘Commercial Logistics’","eVTOL company Archer Aviation (NYSE:ACHR) announced Wednesday that it unveiled the company’s Archer Halo aircraft for commercial opportunities through a partnership with Anduril, adding to the recently announced defense applications between the two companies. Archer Unveils Halo Fresh off unveiling Thunder at the Farnborough International Airshow Monday, Archer is highlighting Halo, the commercial variant of a partnership between the company and Anduril. Halo is the commercial version of the joi",CONTRACT,yfinance,2026-07-22T12:20:48.089065Z
ACHR,2026-07-22T00:54:08Z,BETA's Big Day Out In Farnborough,"The electric aircraft maker just reminded investors why they're betting on blueprints, not profits.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACHR,2026-07-21T21:23:12Z,Farnborough Airshow Dealmaking Continues. Smaller Innovators Shine.,"Embraer, BETA Technologies secure deals at day 2 of the Farnborough Airshow. Boeing wins more orders, takes issue with Airbus loan.",CONTRACT,yfinance,2026-07-22T12:20:48.089065Z
ACHR,2026-07-21T20:50:01Z,Archer Aviation Teams Up With Anduril For New Attack Aircraft,Archer and Anduril just revealed an autonomous VTOL platform that could give the cash-burning eVTOL developer a faster path to revenue.,NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACHR,2026-07-21T18:35:00Z,"1 eVTOL Stock to Buy, and 1 to Avoid",Joby looks like the stronger long-term investment.,NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACHR,2026-07-21T14:57:12Z,Cathie Wood Goes Bargain Hunting: 3 Stocks She Just Bought,Ark Invest added to three existing positions that have fallen over the past year.,NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACHR,2026-07-21T13:30:44Z,Price Prediction: Joby Aviation Will End The Year at This Price,"Joby Aviation shares have collapsed nearly 58% over the past year, yet the company just raised over a billion dollars and is days away from launching paid passenger flights in Dubai. Whether that momentum is enough to reverse the damage depends on a few critical catalysts coming due very soon.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACHR,2026-07-21T13:08:36Z,Can A Military Drone Save Archer Aviation Stock?,"The flying taxi company just unveiled a military drone, and investors are betting it's a much faster path to a paycheck.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACHR,2026-07-21T10:46:00Z,"Hello Tariffs, My Old Friend. How the Stock Market Risks Are Piling Up.","Trump threatens 50% tariffs on Canada, Paramount's Warner Bros deal hits pause, and more news to start your day.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACHR,2026-07-21T10:00:17Z,Bill Ackman Cheers Anduril's New Autonomous Combat Aircraft: 'Super Cool',"Billionaire investor Bill Ackman gave a public vote of confidence to Anduril Industries after the defense technology company unveiled Thunder, an autonomous attack rotorcraft designed to operate alongside crewed military helicopters. “This is super cool. Glad we have @anduriltech in...",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACI,2026-07-22T07:58:27Z,Albertsons Earnings: What To Look For From ACI,Grocery retailer Albertsons (NYSE:ACI) will be reporting results this Thursday before the bell. Here’s what to expect.,NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACI,2026-07-21T21:30:50Z,"Kroger Offers the Cheapest Store-Brand Grocery Basket Among Four Major Chains, Study Finds","The Kroger Co. offered the lowest-priced basket of store-brand grocery staples among four major U.S. grocery chains, according to a Restaurant Furniture Plus study reported by Southern Living. The comparison comes as households continue looking for ways to cut grocery...",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACI,2026-07-21T18:22:26Z,Grocery Store Stocks Q4 Highlights: Albertsons (NYSE:ACI),"Looking back on grocery store stocks’ Q4 earnings, we examine this quarter’s best and worst performers, including Albertsons (NYSE:ACI) and its peers.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACI,2026-07-20T16:39:33Z,Q4 Rundown: Albertsons (NYSE:ACI) Vs Other Grocery Store Stocks,"As the Q4 earnings season wraps, let’s dig into this quarter’s best and worst performers in the grocery store industry, including Albertsons (NYSE:ACI) and its peers.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACI,2026-07-20T13:10:01Z,Improve Your Retirement Income with These 3 Top-Ranked Dividend Stocks,"The traditional ways to plan for your retirement may mean income can no longer cover expenses post-employment. But what if there was another option that could provide a steady, reliable source of income in your nest egg years?",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACI,2026-07-18T11:14:24Z,How Albertsons’ Dividend Move and Mixed Q1 Outlook At Albertsons Companies (ACI) Has Changed Its Investment Story,"Albertsons Companies recently declared a past second-quarter fiscal 2026 cash dividend of US$0.17 per share, payable on August 7, 2026, to shareholders of record on July 24, 2026. At the same time, an RBC Capital Markets report highlighting the possibility of beating fiscal Q1 expectations while facing tougher Q2 competition has become a focal point for how investors interpret Albertsons’ near-term performance risks and opportunities. With RBC’s mixed outlook on near-term earnings and...",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACI,2026-07-18T10:09:55Z,"Albertsons Companies (ACI) Reaffirms Its Dividend, Is The Stock Still Cheap?","Albertsons Companies (ACI) reaffirmed its shareholder return plans by declaring a second quarter fiscal 2026 cash dividend of $0.17 per share, payable on August 7, 2026, to shareholders of record on July 24. See our latest analysis for Albertsons Companies. Against this backdrop, Albertsons Companies’ recent share price has inched higher, with a 7 day share price return of 2.37% and 30 day gain of 4.86% contrasting with a 90 day share price decline of 9.52% and a 1 year total shareholder...",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACI,2026-07-18T00:37:00Z,Popular beverage chain closing multiple locations nationwide,"Once embraced by celebrities and influencers, juice cleanses became one of the defining wellness trends of the 2010s, marketed as a way to detox the body and promote rapid weight loss through expensive multi-day programs. Over the past decade, consumer preferences have shifted toward more ...",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACI,2026-07-16T15:49:10Z,"Albertsons May Beat Fiscal Q1 Expectations But Q2 Results Could Weaken,  RBC Says","Albertsons (ACI) could beat fiscal Q1 expectations despite weak sales, but tougher competition may s",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACI,2026-07-15T16:21:17Z,"Albertsons (ACI): Buy, Sell, or Hold Post Q4 Earnings?","Over the past six months, Albertsons’s stock price fell to $14.56. Shareholders have lost 16.2% of their capital, which is disappointing considering the S&P 500 has climbed by 8.2%. This may have investors wondering how to approach the situation.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACIC,2026-07-03T15:40:03Z,ESNT or ACIC: Which Is the Better Value Stock Right Now?,ESNT vs. ACIC: Which Stock Is the Better Value Option?,NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACIC,2026-06-30T12:30:00Z,Implied Volatility Surging for American Coastal Insurance Stock Options,Investors need to pay close attention to ACIC stock based on the movements in the options market lately.,NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACIC,2026-06-05T15:40:03Z,FAF vs. ACIC: Which Stock Is the Better Value Option?,FAF vs. ACIC: Which Stock Is the Better Value Option?,NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACIC,2026-05-28T12:32:00Z,Implied Volatility Surging for American Coastal Stock Options,Investors need to pay close attention to ACIC stock based on the movements in the options market lately.,NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACIC,2026-05-19T11:33:45Z,US Undiscovered Gems to Watch in May 2026,"Over the last 7 days, the United States market has remained flat, yet it has seen a substantial rise of 24% over the past year with earnings forecasted to grow by 17% annually. In this dynamic environment, identifying undiscovered gems requires looking beyond current trends to find stocks with strong fundamentals and growth potential that align with these promising forecasts.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACIC,2026-05-06T00:30:03Z,American Coastal Insurance (ACIC) Lags Q1 Earnings and Revenue Estimates,"American Coastal (ACIC) delivered earnings and revenue surprises of -11.36% and -6.01%, respectively, for the quarter ended March 2026. Do the numbers hold clues to what lies ahead for the stock?",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACIC,2026-05-05T23:30:04Z,American Coastal (ACIC) Q1 Earnings: Taking a Look at Key Metrics Versus Estimates,"While the top- and bottom-line numbers for American Coastal (ACIC) give a sense of how the business performed in the quarter ended March 2026, it could be worth looking at how some of its key metrics compare to Wall Street estimates and year-ago values.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACIC,2026-05-05T22:23:13Z,American Coastal Insurance Q1 Earnings Call Highlights,"American Coastal Insurance (NASDAQ:ACIC) executives said the company delivered another profitable quarter while navigating what management described as a rapidly softening commercial property insurance market, highlighting stable underwriting margins, a completed June 1 catastrophe reinsurance renew",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACIC,2026-04-27T11:32:00Z,Three Top Dividend Stocks For Reliable Income,"In the last week, the United States market has stayed flat but is up 30% over the past year, with earnings forecasted to grow by 16% annually. In this environment, dividend stocks that offer reliable income and potential for growth can be particularly appealing to investors seeking stability and returns.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACIC,2026-04-20T17:33:19Z,US Market's Undiscovered Gems 3 Promising Small Caps,"The United States market has shown impressive momentum, climbing 4.0% in the past week and an astounding 39% over the last year, with earnings projected to grow by 16% annually in the coming years. In this thriving environment, identifying promising small-cap stocks that have yet to capture widespread attention can offer intriguing opportunities for investors seeking growth potential.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACIW,2026-07-13T13:40:04Z,Is ACI Worldwide (ACIW) Stock Outpacing Its Computer and Technology Peers This Year?,Here is how ACI Worldwide (ACIW) and Amphenol (APH) have performed compared to their sector so far this year.,NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACIW,2026-06-29T12:49:00Z,ACI Worldwide (ACIW) Surges 5.6%: Is This an Indication of Further Gains?,ACI Worldwide (ACIW) witnessed a jump in share price last session on above-average trading volume. The latest trend in earnings estimate revisions for the stock doesn't suggest further strength down the road.,NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACIW,2026-06-23T14:17:00Z,Do Options Traders Know Something About ACI Worldwide Stock We Don't?,Investors need to pay close attention to ACIW stock based on the movements in the options market lately.,NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACIW,2026-06-15T19:08:04Z,ACI Worldwide (ACIW) Stock After Wero Wallet Partnership Is The 28.4% Undervaluation Story Intact,"ACI Worldwide (ACIW) just took a bigger role in European payments by joining the European Payments Initiative as a principal member and integrating the Wero instant payments wallet into its Payments Orchestration Platform. See our latest analysis for ACI Worldwide. The latest Wero announcement comes after a series of product updates, including June’s rollout of ACI’s Payments Orchestration Platform with Kwik Payments in South Africa. It comes as the stock trades at US$45.24 with a 90 day...",CONTRACT,yfinance,2026-07-22T12:20:48.089065Z
ACIW,2026-06-15T16:09:11Z,ACI Worldwide (ACIW) Is Up 6.3% After Joining EPI And Powering Wero Wallet Integration,"ACI Worldwide announced that it has joined the European Payments Initiative as a principal member and integrated the Wero pan-European instant-payments wallet onto its Payments Orchestration Platform, enabling banks, payment providers and merchants across multiple EU markets to offer Wero for peer-to-peer, e-commerce and in-store transactions. This move deepens ACI Worldwide’s role in Europe’s instant payments infrastructure at a time when EU regulation is pushing universal instant-payments...",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACIW,2026-06-12T14:37:03Z,ACI Worldwide’s (ACIW) Key Role in Payment Network Modernization,"The London Company released its Q1 2026 investor letter for “The London Company Small-Mid Cap Strategy”. In early 2026, US equities declined, with the Russell 3000 falling 4% and the S&P posting losses. A copy of the letter is available to download here. The year started positively with a broad rally, but sentiment reversed in March due […]",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACIW,2026-06-12T11:51:13Z,South Africa’s Kwik Payments selects ACI orchestration platform,ACI Worldwide said the partnership is a “pivotal milestone” in its expansion across Africa.,CONTRACT,yfinance,2026-07-22T12:20:48.089065Z
ACIW,2026-06-02T18:42:11Z,UBX Tanzania Deepens Partnership with ACI Worldwide (ACIW),"ACI Worldwide, Inc. (NASDAQ:ACIW) is one of the 11 Most Undervalued Tech Stocks to Buy Right Now. On May 21, 2026, ACI Worldwide, Inc. (NASDAQ:ACIW) extended its partnership with UBX Tanzania Limited. It deepens a relationship spanning nearly two decades to strengthen infrastructure and scale Tanzania’s digital payments ecosystem. UBX now supports 18 banks, operates […]",CONTRACT,yfinance,2026-07-22T12:20:48.089065Z
ACIW,2026-06-01T20:48:59Z,Aci Worldwide (ACIW) Q1 2026 Earnings Transcript,"If I look at the first quarter, we delivered 6% organic revenue growth in constant currency, and that growth compares against the strongest first quarter in the company's history last year.  The goal is to increase efficiency, to accelerate innovation and to simplify our operating structure.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACIW,2026-05-30T20:19:19Z,Wealth Manager Sells $7 Million of Establishment Labs After Massive Gains. Is This Medical Device Stock a Buy?,Establishment Labs develops advanced silicone implants and medical devices for global plastic surgery markets.,NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACLS,2026-07-21T14:51:00Z,Weak SiC Demand Hurts Amtech's SFS Business: Can It Recover?,"Weak SiC demand is pressuring ASYS' SFS business, but foundry expansion and recurring revenues support its recovery plan.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACLS,2026-07-15T22:15:04Z,Axcelis Technologies (ACLS) Rises Higher Than Market: Key Facts,"In the most recent trading session, Axcelis Technologies (ACLS) closed at $145.01, indicating a +1.95% shift from the previous trading day.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACLS,2026-07-12T12:45:00Z,The AI Selloff Is Not the End. It Is the Setup.,"In 1908, the American automobile business looked like it was eating itself alive. More than 240 companies were building cars that year, and dealers could not tell one from the next. Money poured in, then vanished in a season. Buicks and Oldsmobiles piled up in showrooms nobody could afford to rent. The panic of 1907 had just rattled every bank in the country, and the newspapers were calling the automobile a fad for rich men that regular families would never buy in bulk. Investors who had ridden",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACLS,2026-06-30T08:44:00Z,Is Axcelis Stock a Buy After Doubling This Year?,"Axcelis Technologies is a critical part of the AI bottleneck, and most investors are missing out.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACLS,2026-06-26T22:15:04Z,Axcelis Technologies (ACLS) Registers a Bigger Fall Than the Market: Important Facts to Note,"Axcelis Technologies (ACLS) closed the most recent trading day at $173.23, moving 4.13% from the previous trading session.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACLS,2026-06-16T22:15:02Z,Here's Why Axcelis Technologies (ACLS) Fell More Than Broader Market,"Axcelis Technologies (ACLS) closed at $176.85 in the latest trading session, marking a -7.7% move from the prior day.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACLS,2026-06-15T20:16:16Z,"Amkor Technology Stock Is An Amplifier, Not An Alternative","The semiconductor packaging firm is delivering strong returns, but its performance is more tied to the market you already own than you might think.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACLS,2026-06-14T03:09:24Z,Axcelis Technologies (ACLS) Stock Valuation After Sector Momentum Lifts Semiconductor Equipment Makers,"Sector momentum lifts Axcelis Technologies (ACLS) Axcelis Technologies (ACLS) has been swept up in a broader rally across semiconductor equipment stocks, as investors respond to positive sentiment around chip manufacturing demand and capital spending, rather than company specific headlines. See our latest analysis for Axcelis Technologies. At a share price of US$180.12, Axcelis has logged a 22.4% 7 day share price return and a 109.2% year to date share price return. The 1 year total...",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACLS,2026-06-13T18:20:34Z,"Axcelis VP Corporate Controller Sells 2,574 Shares — Is ACLS Still Worth Buying?","Axcelis Technologies, a leader in semiconductor equipment, reported a notable insider sale amid strong one-year stock performance.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACLS,2026-06-03T15:36:00Z,Do Options Traders Know Something About Axcelis Stock We Don't?,Investors need to pay close attention to ACLS stock based on the movements in the options market lately.,NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACM,2026-07-17T20:10:03Z,AECOM (ACM) Stock May Be 4% Overvalued As Bridge Design Win Lands,"AECOM stock has fallen 37.8% over the past year, yet the latest valuation work suggests the shares may now be closer to their intrinsic value than the price slide alone might imply. The 37.8% decline over the last 12 months raises the question of whether recent weakness has already priced in much of the concern around execution and policy risks flagged in recent coverage. New design wins on large public infrastructure projects and investments in AI enabled digital delivery can support longer...",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACM,2026-07-17T09:11:24Z,Major Digital Rail and Water Contract Wins Could Be A Game Changer For AECOM (ACM),"In July 2026, AECOM announced a series of major contract wins, including roles on Queensland’s The Wave rail project, Canada’s Alexandra Bridge replacement, and Thames Water’s approximately £340 million Oxford Sewage Treatment Works upgrade. These projects highlight AECOM’s expanding role in complex, digitally delivered transport and water infrastructure, underpinning its global public-sector consulting and engineering franchise. We’ll now examine how AECOM’s expanded role in major,...",CONTRACT,yfinance,2026-07-22T12:20:48.089065Z
ACM,2026-07-17T07:13:13Z,"AECOM (ACM) Wins Major Infrastructure Roles, Where Does Fair Value Sit?","AECOM (ACM) stock is in focus after the company reported several new project wins, including a six year role as Independent Certifier on Queensland’s The Wave rail project and lead design work in Canada. See our latest analysis for AECOM. Despite securing these high profile infrastructure roles, AECOM’s recent share price performance has been weak, with the stock down 27.44% year to date and a 1 year total shareholder return decline of 37.82%. This points to fading momentum even as project...",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACM,2026-07-16T15:25:00Z,Dycom vs. AECOM: Which Infrastructure Growth Stock Should You Buy?,"DY's record backlog, raised outlook and margin gains support its growth case. But can they justify its premium valuation over ACM?",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACM,2026-07-14T14:26:00Z,AECOM Expands Australia Transportation Footprint With The Wave Project,"ACM to certify Stage 1 of Queensland's The Wave rail project, expanding its Australia transport role as regional backlog hits a multiyear high.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACM,2026-07-10T13:30:00Z,Are Options Traders Betting on a Big Move in AECOM Stock?,Investors need to pay close attention to ACM stock based on the movements in the options market lately.,NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACM,2026-07-08T14:41:00Z,Can Argan's Industrial Expansion Unlock a New Business Growth Phase?,AGX's industrial expansion and new fabrication capacity could diversify growth beyond power EPC as data center and manufacturing demand build.,NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACM,2026-07-06T10:50:45Z,Truist Keeps Buy Rating on AECOM (ACM),"AECOM (NYSE:ACM) is one of the 15 Best Data Center Stocks to Buy and Hold for the Next Decade. On July 2, 2026, Truist lowered the firm’s price target on AECOM (NYSE:ACM) to $102 from $109 and kept a Buy rating on the shares. Truist adjusted estimates and targets in the machinery, infrastructure services, and […]",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACM,2026-07-05T02:26:02Z,AECOM (ACM) is Inspiring Confidence With New Projects,"AECOM (NYSE:ACM) is one of the 12 best industrial stocks with more than 50% upside. Recent awards involving commercial redevelopment projects support a bullish case for the stock. On June 16, AECOM revealed that it has been chosen as the lead engineering consultant for the redevelopment of the MCG stadium. The company will collaborate with […]",CONTRACT,yfinance,2026-07-22T12:20:48.089065Z
ACM,2026-07-01T15:58:00Z,Is Quanta's Massive CapEx Plan a Risk or a Long-Term Gold Mine?,PWR's higher capital spending targets grid upgrades and supply-chain expansion. Can record demand and backlog turn today's investment into lasting growth?,NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACMR,2026-07-15T21:45:04Z,"ACM Research, Inc. (ACMR) Stock Falls Amid Market Uptick: What Investors Need to Know","ACM Research, Inc. (ACMR) reached $91.96 at the closing of the latest trading day, reflecting a -7.01% change compared to its last close.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACMR,2026-07-13T13:00:05Z,"ACM Research, Inc. (ACMR) Is a Trending Stock: Facts to Know Before Betting on It","Zacks.com users have recently been watching ACM Research (ACMR) quite a bit. Thus, it is worth knowing the facts that could determine the stock's prospects.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACMR,2026-07-12T12:45:00Z,The AI Selloff Is Not the End. It Is the Setup.,"In 1908, the American automobile business looked like it was eating itself alive. More than 240 companies were building cars that year, and dealers could not tell one from the next. Money poured in, then vanished in a season. Buicks and Oldsmobiles piled up in showrooms nobody could afford to rent. The panic of 1907 had just rattled every bank in the country, and the newspapers were calling the automobile a fad for rich men that regular families would never buy in bulk. Investors who had ridden",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACMR,2026-07-07T21:45:05Z,"Why ACM Research, Inc. (ACMR) Dipped More Than Broader Market Today","In the latest trading session, ACM Research, Inc. (ACMR) closed at $94.66, marking a -3.92% move from the previous day.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACMR,2026-07-07T13:30:05Z,Is ACM Research (ACMR) a Buy as Wall Street Analysts Look Optimistic?,"The average brokerage recommendation (ABR) for ACM Research (ACMR) is equivalent to a Buy. The overly optimistic recommendations of Wall Street analysts make the effectiveness of this highly sought-after metric questionable. So, is it worth buying the stock?",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACMR,2026-07-01T21:45:03Z,"ACM Research, Inc. (ACMR) Suffers a Larger Drop Than the General Market: Key Insights","ACM Research, Inc. (ACMR) concluded the recent trading session at $117.16, signifying a -7.67% move from its prior day's close.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACMR,2026-07-01T13:00:08Z,"ACM Research, Inc. (ACMR) is Attracting Investor Attention: Here is What You Should Know","ACM Research (ACMR) has been one of the stocks most watched by Zacks.com users lately. So, it is worth exploring what lies ahead for the stock.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACMR,2026-06-27T22:14:29Z,Roth Capital Raises PT on ACM Research (ACMR),"​ACM Research, Inc. (NASDAQ:ACMR) is one of the Best Growth Stocks to Buy and Hold for the Next Decade. Recently, on June 18, Roth Capital raised the firm’s price target on ACM Research, Inc. (NASDAQ:ACMR) from $100 to $125 and maintained a Buy rating on the shares. ​The updated price target comes after the company’s […]",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACMR,2026-06-22T21:45:04Z,"ACM Research, Inc. (ACMR) Falls More Steeply Than Broader Market: What Investors Need to Know","In the closing of the recent trading day, ACM Research, Inc. (ACMR) stood at $103.17, denoting a -6.1% move from the preceding trading day.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ACMR,2026-06-12T21:45:02Z,"ACM Research, Inc. (ACMR) Surpasses Market Returns: Some Facts Worth Knowing","In the most recent trading session, ACM Research, Inc. (ACMR) closed at $93.95, indicating a +2.45% shift from the previous trading day.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
